word,phonemes,difficulty
السَّحَابِيَّةِ,a-s-s-a-ħ-aː-b-i-j-j-a,medium
وَبَرَعَهُ,w-a-b-a-r-a-ʕ-a-h-u,medium
تَجْرِيدُ,t-a-dʒ-r-iː-d-u,low
جَعَلْتُمْ,dʒ-a-ʕ-a-l-t-u-m,medium
تَدْرِيبِ,t-a-d-r-iː-b-i,low
النَّصُّ,a-n-n-a-sˤ-sˤ-u,medium
طَلَبَهَا,tˤ-a-l-a-b-a-h-aː,medium
بِنَظَرِهِمْ,b-i-n-a-ðˤ-a-r-i-h-i-m,medium
الْعَالِمَ,a-l-ʕ-aː-l-i-m-a,medium
الْوَحْدَةَ,a-l-w-a-ħ-d-a,medium
الْمَال,a-l-m-aː-l,low
لِتَرْجَمَةِ,l-i-t-a-r-dʒ-a-m-a,low
بِعَوَامِلِ,b-i-ʕ-a-w-aː-m-i-l-i,medium
لِلْحَاجَةِ,l-i-l-ħ-aː-dʒ-a,medium
أَرَادُوا,ʔ-a-r-aː-d-uː,medium
يُصَدِّعُ,j-u-sˤ-a-d-d-i-ʕ-u,medium
سِرَّه,s-i-r-r-a-h,low
إِبِطَيْهِ,ʔ-i-b-i-tˤ-a-j-h-i,medium
الشَّبابِ,a-ʃ-ʃ-a-b-b-i,low
وعِلِّيّتهم,w-ʕ-i-l-l-i-j-j-t-h-m,medium
بِقَافِلَةٍ,b-i-q-aː-f-i-l-a,medium
حَقِيقَتك,ħ-a-q-iː-q-a-t-k,high
أنْوَاعٍ,ʔ-a-n-w-aː-ʕ-i-n,medium
فَيَنْدَفِعُ,f-a-j-a-n-d-a-f-i-ʕ-u,medium
يُبْغِضُ,j-u-b-ɣ-i-dˤ-u,medium
وَصَعْبَةٌ,w-a-sˤ-a-ʕ-b-a,medium
وَالْوُجُودِ,w-aː-l-w-u-dʒ-uː-d-i,low
احْتِمَالًا,ħ-t-i-m-aː-l-a-n,medium
قَاحِبٌ,q-aː-ħ-i-b-u-n,medium
وَتَرَكْتُهُ,w-a-t-a-r-a-k-t-u-h-u,low
سُلُوكِهِ,s-u-l-uː-k-i-h-i,low
الصَّعْبِ,a-sˤ-sˤ-a-ʕ-b-i,high
تَشَيَّطَ,t-a-ʃ-a-j-j-a-tˤ-a,medium
وَاكْتَشَفُوهُ,w-aː-k-t-a-ʃ-a-f-uː-h-u,low
تَقُودُهُ,t-a-q-uː-d-u-h-u,medium
أَطْمَاعِهِمْ,ʔ-a-tˤ-m-aː-ʕ-i-h-i-m,high
شَرْعِيًّا,ʃ-a-r-ʕ-i-j-j-a-n,medium
الْمُتَمَثِّلَةَ,a-l-m-u-t-a-m-a-θ-θ-i-l-a,medium
وَنَقْصٍ,w-a-n-a-q-sˤ-i-n,medium
دَرْءُ,d-a-r-ʔ-u,medium
التَّحَالُفُ,a-t-t-a-ħ-aː-l-u-f-u,medium
تُوَزَّعُ,t-uː-z-z-a-ʕ-u,medium
صَافِر,sˤ-aː-f-i-r,medium
فِيها,f-iː-h,low
يُثْبِتَ,j-u-θ-b-i-t-a,medium
وَآدَابٍ,w-a-ʔ-aː-d-aː-b-i-n,medium
ضِرَامُ,dˤ-i-r-aː-m-u,medium
وَانْصَاحَ,w-aː-n-sˤ-aː-ħ-a,medium
وَنَزَاهَةٌ,w-a-n-a-z-aː-h-a,low
الْمَارْكِسِيُّ؛,a-l-m-aː-r-k-i-s-i-j-j-u,low
أَسَّسَ,ʔ-a-s-s-a-s-a,medium
وأهْلِهِ!؛,w-ʔ-a-h-l-i-h-i,medium
طَهِّرْ,tˤ-a-h-h-i-r,medium
يَوْمَا,j-a-w-m-aː,low
ضَارعاً,dˤ-aː-r-ʕ,medium
التَّشْرِيعُ,a-t-t-a-ʃ-r-iː-ʕ-u,medium
صَلْدَةٌ,sˤ-a-l-d-a,medium
سَدَنَةُ,s-a-d-a-n-a,low
وَمَوَادَّ,w-a-m-a-w-aː-d-d-a,low
غَرْبه,ɣ-a-r-b-h,medium
ثَنَائِهِ,θ-a-n-aː-ʔ-i-h-i,medium
فَالْقَانُونُ,f-aː-l-q-aː-n-uː-n-u,medium
بِجِلْبَابِ,b-i-dʒ-i-l-b-aː-b-i,low
بِعَقْلٍ,b-i-ʕ-a-q-l-i-n,medium
بِتَقْسِيمِ,b-i-t-a-q-s-iː-m-i,medium
الذِّئْبُ,a-ð-ð-i-ʔ-b-u,high
وَتَمَشَّتْ,w-a-t-a-m-a-ʃ-ʃ-a-t,low
خَدِيجَةَ,x-a-d-iː-dʒ-a,low
تَخَلَّصَتْ,t-a-x-a-l-l-a-sˤ-a-t,medium
مِنه,m-i-n-h,low
وَانْتَبَرَ,w-aː-n-t-a-b-a-r-a,low
مَرَّ,m-a-r-r-a,low
وَالْقَصْدُ,w-aː-l-q-a-sˤ-d-u,medium
رَضِيَ,r-a-dˤ-i-j-a,medium
وَصَفَاءِ,w-a-sˤ-a-f-aː-ʔ-i,medium
تَعِجُّ,t-a-ʕ-i-dʒ-dʒ-u,medium
وَاللَّحْمُ,w-aː-l-l-l-a-ħ-m-u,medium
تَطْلُبُ,t-a-tˤ-l-u-b-u,medium
الْقَيْصَرِيَّ,a-l-q-a-j-sˤ-a-r-i-j-j-a,medium
أَوْجَهَا,ʔ-a-w-dʒ-a-h-aː,medium
جَحِيمُ,dʒ-a-ħ-iː-m-u,medium
وَأَبْعَادَهُ,w-a-ʔ-a-b-ʕ-aː-d-a-h-u,medium
يَعْتَنِي,j-a-ʕ-t-a-n-iː,medium
كَبِيرَةً؛,k-a-b-iː-r-a,low
الْإِنْكِلِيزِيَّةِ,a-l-ʔ-i-n-k-i-l-iː-z-i-j-j-a,medium
كَرِيمَةٍ,k-a-r-iː-m-a,low
لَهُفِي,l-a-h-u-f-iː,low
الْمَعْرُوفَةُ,a-l-m-a-ʕ-r-uː-f-a,medium
مَحْوِ,m-a-ħ-w-i,medium
فَلْسَفَةٌ,f-a-l-s-a-f-a,low
جَزِعَ,dʒ-a-z-i-ʕ-a,medium
اللِّينِينِيَّةِ,a-l-l-iː-n-iː-n-i-j-j-a,low
حُرُوبٍ,ħ-u-r-uː-b-i-n,medium
تَسُدُّ,t-a-s-u-d-d-u,low
نَزْغَ,n-a-z-ɣ-a,medium
صَلَاحِيَتَهُ,sˤ-a-l-aː-ħ-i-j-a-t-a-h-u,medium
وَجَرَّبَهَا,w-a-dʒ-a-r-r-a-b-a-h-aː,low
وَسَادُهُ,w-a-s-aː-d-u-h-u,low
الْمُتَوَسِّطَتَيْنِ,a-l-m-u-t-a-w-a-s-s-i-tˤ-a-t-a-j-n-i,medium
وَاسْتَزْلَلْتُهُ,w-aː-s-t-a-z-l-a-l-t-u-h-u,low
أَعَادَ,ʔ-a-ʕ-aː-d-a,medium
فَالثَّقَافَةُ,f-aː-l-θ-θ-a-q-aː-f-a,high
نَصِيبِنَا,n-a-sˤ-iː-b-i-n-aː,medium
كَلَّا,k-a-l-l-aː,low
وَالْمَحْفُوظِ,w-aː-l-m-a-ħ-f-uː-ðˤ-i,medium
ثَعَابِينِ,θ-a-ʕ-aː-b-iː-n-i,medium
الْيَاقُوت,a-l-j-aː-q-uː-t,medium
خُوط,x-uː-tˤ,medium
وَأَلْمَحْت,w-a-ʔ-a-l-m-a-ħ-t,medium
فَيَتَعَرَّفُوا,f-a-j-a-t-a-ʕ-a-r-r-a-f-uː,medium
أَضْرَاسِك,ʔ-a-dˤ-r-aː-s-i-k,medium
وَيُزِيلَ,w-a-j-u-z-iː-l-a,low
وَتَلَاشَتْ,w-a-t-a-l-aː-ʃ-a-t,low
بِتَخْلِيصِ,b-i-t-a-x-l-iː-sˤ-i,medium
لِهَا,l-i-h-aː,low
انْضَمَّ,n-dˤ-a-m-m-a,medium
اللُّبْنَانِيِّينَ,a-l-l-u-b-n-aː-n-i-j-j-iː-n-a,low
طَوْعاً,tˤ-a-w-ʕ,medium
نَحْوَهُ,n-a-ħ-w-a-h-u,medium
الْمُسْلِمَ,a-l-m-u-s-l-i-m-a,low
وَيَرْغَبُ,w-a-j-a-r-ɣ-a-b-u,medium
وَالِاسْتِبْشَارِ,w-aː-l-i-s-t-i-b-ʃ-aː-r-i,low
الْمَحْضِ,a-l-m-a-ħ-dˤ-i,medium
أُبْعَثْ,ʔ-u-b-ʕ-a-θ,high
حُرُوبٌ,ħ-u-r-uː-b-u-n,medium
حَرْفاً,ħ-a-r-f,medium
صَمَدِيٍّ,sˤ-a-m-a-d-i-j-j-i-n,medium
وَالسَّغَب,w-aː-l-s-s-a-ɣ-a-b,medium
احْتَاجَ,ħ-t-aː-dʒ-a,medium
أَكْلٍ,ʔ-a-k-l-i-n,medium
فِيتَامِين,f-iː-t-aː-m-iː-n,low
بَدِيهِيٌّ,b-a-d-iː-h-i-j-j-u-n,low
وَتَهْزِمُ,w-a-t-a-h-z-i-m-u,low
الدُّولَةِ,a-d-d-uː-l-a,low
وَصَفَهُمُ,w-a-sˤ-a-f-a-h-u-m-u,medium
فَتِيلا,f-a-t-iː-l,low
بَكْرَة,b-a-k-r-a,low
أَحَادِيثَهُ,ʔ-a-ħ-aː-d-iː-θ-a-h-u,high
أَحْرَصِ,ʔ-a-ħ-r-a-sˤ-i,high
كُفْرِهِ؛,k-u-f-r-i-h-i,low
أُمُّكَ,ʔ-u-m-m-u-k-a,medium
الْمُتَقَدِّمِ,a-l-m-u-t-a-q-a-d-d-i-m-i,medium
نَتَّخِذَهَا,n-a-t-t-a-x-i-ð-a-h-aː,medium
إِلَهُكُمُ,ʔ-i-l-a-h-u-k-u-m-u,medium
يَرْدَعُ,j-a-r-d-a-ʕ-u,medium
تَخَبَّرهُ,t-a-x-a-b-b-a-r-h-u,low
الدَّفْعَةِ,a-d-d-a-f-ʕ-a,medium
شُكْرهَا,ʃ-u-k-r-h-aː,low
رِسَالَتُهُ,r-i-s-aː-l-a-t-u-h-u,low
وَنَعَتَ,w-a-n-a-ʕ-a-t-a,medium
سَكِينَةً,s-a-k-iː-n-a,low
فَضْلٌ,f-a-dˤ-l-u-n,medium
وَدَخَل,w-a-d-a-x-a-l,low
وَتَعَرَ,w-a-t-a-ʕ-a-r-a,medium
فَنَّ,f-a-n-n-a,low
قَدّ,q-a-d-d,medium
يَتَزَايَدُونَ,j-a-t-a-z-aː-j-a-d-uː-n-a,low
وَهَدَّدَهُ,w-a-h-a-d-d-a-d-a-h-u,low
يُصِيبَهُمْ,j-u-sˤ-iː-b-a-h-u-m,medium
اِفْعَلْ,f-ʕ-a-l,medium
الشَّيْبُ,a-ʃ-ʃ-a-j-b-u,low
وَأشَارَتِ,w-a-ʔ-a-ʃ-aː-r-a-t-i,medium
وَوَقُودٍ,w-a-w-a-q-uː-d-i-n,medium
وَعَتِيّ,w-a-ʕ-a-t-i-j-j,medium
مِئَةِ,m-i-ʔ-a,medium
حُلْمٍ,ħ-u-l-m-i-n,medium
فَنَزْوِيلَّا,f-a-n-a-z-w-iː-l-l-aː,low
مَفَاخِرِهِ,m-a-f-aː-x-i-r-i-h-i,low
سَهْلَةً,s-a-h-l-a,low
تَكْوِينِ,t-a-k-w-iː-n-i,low
وَالتَّأَخُّرِ,w-aː-l-t-t-a-ʔ-a-x-x-u-r-i,medium
غِمْر,ɣ-i-m-r,medium
حَاكَمْتُ,ħ-aː-k-a-m-t-u,medium
رَفَعْتَهُ,r-a-f-a-ʕ-t-a-h-u,medium
عَظْمه,ʕ-a-ðˤ-m-h,medium
حَاجَّ,ħ-aː-dʒ-dʒ-a,medium
الزَّقُّوم,a-z-z-a-q-q-uː-m,medium
لَبِيب,l-a-b-iː-b,low
تَصَوٌّرًا,t-a-sˤ-a-w-w-u-n-r-a-n,medium
يُشارِكُ,j-u-ʃ-r-i-k-u,low
جَاهِلِيَّتِهَا,dʒ-aː-h-i-l-i-j-j-a-t-i-h-aː,low
عَرْضَنَا,ʕ-a-r-dˤ-a-n-aː,medium
سُوفت,s-uː-f-t,low
يُسْعِدُنِي,j-u-s-ʕ-i-d-u-n-iː,medium
وَرِقَّتِهَا,w-a-r-i-q-q-a-t-i-h-aː,medium
وَبِالْعَقْلِ,w-a-b-i-l-ʕ-a-q-l-i,medium
سُدّاً,s-u-d-d,low
مُضْطَجَعاً,m-u-dˤ-tˤ-a-dʒ-a-ʕ,high
رَائِحَة,r-aː-ʔ-i-ħ-a,medium
وَكَبِيرِهَا,w-a-k-a-b-iː-r-i-h-aː,low
وَالتَّحَدِّيَ,w-aː-l-t-t-a-ħ-a-d-d-i-j-a,medium
تَبْدِيلَهُ,t-a-b-d-iː-l-a-h-u,low
قَانِط,q-aː-n-i-tˤ,medium
الْعَاشِرِ,a-l-ʕ-aː-ʃ-i-r-i,medium
لِيُوَفِّرَ,l-i-j-uː-f-f-i-r-a,low
يُؤْتَوْا,j-u-ʔ-t-a-w,medium
الصِّرَاطِ,a-sˤ-sˤ-i-r-aː-tˤ-i,high
مُضْطَرِّينَ,m-u-dˤ-tˤ-a-r-r-iː-n-a,medium
وَبِمَلَائِكَتِهِ,w-a-b-i-m-a-l-aː-ʔ-i-k-a-t-i-h-i,medium
فَأَعْقَبَهُمْ,f-a-ʔ-a-ʕ-q-a-b-a-h-u-m,high
وَانْقَسَمَتْ,w-aː-n-q-a-s-a-m-a-t,medium
شُجَاعٌ,ʃ-u-dʒ-aː-ʕ-u-n,medium
مَكَانَتِهِنَّ,m-a-k-aː-n-a-t-i-h-i-n-n-a,low
وَتَبْلُغُ,w-a-t-a-b-l-u-ɣ-u,medium
وَبَنُوا,w-a-b-a-n-uː,low
حُصُولِهِمْ,ħ-u-sˤ-uː-l-i-h-i-m,medium
وَمَكْر,w-a-m-a-k-r,low
إِرْسَالَ,ʔ-i-r-s-aː-l-a,medium
اعْتَقَدُوا,ʕ-t-a-q-a-d-uː,medium
نَجِدُهُمْ,n-a-dʒ-i-d-u-h-u-m,low
وَالْقِرَاءَةِ,w-aː-l-q-i-r-aː-ʔ-a,medium
الْحُفْرَةُ,a-l-ħ-u-f-r-a,medium
رَائِعَةُ,r-aː-ʔ-i-ʕ-a,medium
الشُّعُورِ,a-ʃ-ʃ-u-ʕ-uː-r-i,medium
فَبِذَلِكَ,f-a-b-i-ð-a-l-i-k-a,medium
خُطَط,x-u-tˤ-a-tˤ,medium
نَقَّتْ,n-a-q-q-a-t,medium
وَسَعَةِ,w-a-s-a-ʕ-a,medium
أَجَلِي,ʔ-a-dʒ-a-l-iː,medium
مُتَكَامِلًا,m-u-t-a-k-aː-m-i-l-a-n,low
قَذْفِهَا,q-a-ð-f-i-h-aː,medium
وَاتَّهَمُوهُ,w-aː-t-t-a-h-a-m-uː-h-u,low
مُسَمِّيًا,m-u-s-a-m-m-i-j-a-n,low
مُضِلَّاتِ,m-u-dˤ-i-l-l-aː-t-i,medium
الْإِحَاطَةِ,a-l-ʔ-i-ħ-aː-tˤ-a,high
تَجِيءُ,t-a-dʒ-iː-ʔ-u,medium
يُخْتَمُ,j-u-x-t-a-m-u,low
مُخْتَالٍ,m-u-x-t-aː-l-i-n,low
وَنِظَامِهَا,w-a-n-i-ðˤ-aː-m-i-h-aː,medium
وَمَجَنَ,w-a-m-a-dʒ-a-n-a,low
الْأَوْهَامِ,a-l-ʔ-a-w-h-aː-m-i,medium
الْمَرْئِيِّ,a-l-m-a-r-ʔ-i-j-j-i,medium
الصَّعْبَة,a-sˤ-sˤ-a-ʕ-b-a,high
وَارْتَجَلَ,w-aː-r-t-a-dʒ-a-l-a,low
وَإِنْقَاذِ,w-a-ʔ-i-n-q-aː-ð-i,high
عَادَتِهِمْ,ʕ-aː-d-a-t-i-h-i-m,medium
لِلتَّرَابُطِ,l-i-l-t-t-a-r-aː-b-u-tˤ-i,medium
وَأَسْمَعُ,w-a-ʔ-a-s-m-a-ʕ-u,medium
حَاجَةَ,ħ-aː-dʒ-a,medium
مُذَكِّرٍ,m-u-ð-a-k-k-i-r-i-n,medium
الْغِذَائِيّةِ,a-l-ɣ-i-ð-aː-ʔ-i-j-j,high
الطُّولِ,a-tˤ-tˤ-uː-l-i,medium
وَيَتَنَفَّسُ,w-a-j-a-t-a-n-a-f-f-a-s-u,low
أَفْقَدَهُ,ʔ-a-f-q-a-d-a-h-u,medium
وَالْمَمَالِكِ,w-aː-l-m-a-m-aː-l-i-k-i,low
تَحْتَاجُهَا,t-a-ħ-t-aː-dʒ-u-h-aː,medium
زُهَيْر,z-u-h-a-j-r,low
تَزَايُدِ,t-a-z-aː-j-u-d-i,low
يُحَرِّمُهُ,j-u-ħ-a-r-r-i-m-u-h-u,medium
مَالِكُوهَا,m-aː-l-i-k-uː-h-aː,low
آدَى,ʔ-aː-d-aː,medium
تُصْقِلُ,t-u-sˤ-q-i-l-u,medium
تُنْتَهَكُ,t-u-n-t-a-h-a-k-u,low
وَألِيمِ,w-a-ʔ-a-l-iː-m-i,medium
دَرْمَاءُ,d-a-r-m-aː-ʔ-u,medium
الْمُخْرَجِ,a-l-m-u-x-r-a-dʒ-i,low
خَلَّابَةٍ,x-a-l-l-aː-b-a,low
اِلْتَمِس,l-t-a-m-i-s,low
يَتَمَسَّكُوا,j-a-t-a-m-a-s-s-a-k-uː,low
هَيْئَاتِ,h-a-j-ʔ-aː-t-i,medium
شَعائِرِ,ʃ-a-ʕ-ʔ-i-r-i,medium
بِطَاقَةً,b-i-tˤ-aː-q-a,medium
السُّلْطَاتُ,a-s-s-u-l-tˤ-aː-t-u,medium
وَكَثْرَةَ,w-a-k-a-θ-r-a,medium
وَنَهْرِ,w-a-n-a-h-r-i,low
وَقَتْلَهُمُ,w-a-q-a-t-l-a-h-u-m-u,medium
عَلِمْتُهُ,ʕ-a-l-i-m-t-u-h-u,medium
تُعْرِضُوا,t-u-ʕ-r-i-dˤ-uː,medium
الْبَنَاتُ,a-l-b-a-n-aː-t-u,low
عَامِرًا,ʕ-aː-m-i-r-a-n,medium
قُدُمًا,q-u-d-u-m-a-n,medium
تَلَتْ,t-a-l-a-t,low
وَأَدْرَكُوا,w-a-ʔ-a-d-r-a-k-uː,medium
كُتُبُ,k-u-t-u-b-u,low
النَّبِيلَةَ,a-n-n-a-b-iː-l-a,low
عَجَّلْنَا,ʕ-a-dʒ-dʒ-a-l-n-aː,medium
وَتَحْصِيلُ,w-a-t-a-ħ-sˤ-iː-l-u,medium
سَفَّ,s-a-f-f-a,low
مُسْتَمِرٍّ,m-u-s-t-a-m-i-r-r-i-n,low
لِتَمَاثُلِ,l-i-t-a-m-aː-θ-u-l-i,medium
الْعَدِيدُ,a-l-ʕ-a-d-iː-d-u,medium
الْمِنْبَرَ,a-l-m-i-n-b-a-r-a,low
يَشِفّ,j-a-ʃ-i-f-f,low
مَنْدُوبٌ,m-a-n-d-uː-b-u-n,low
وَحُمْرٌ,w-a-ħ-u-m-r-u-n,medium
بَطْنُهُ,b-a-tˤ-n-u-h-u,medium
عَشَرَةِ,ʕ-a-ʃ-a-r-a,medium
عَرَبِيُّ,ʕ-a-r-a-b-i-j-j-u,medium
وَنَوْمِنَا,w-a-n-a-w-m-i-n-aː,low
عِدَة,ʕ-i-d-a,medium
أَحْقَدُ,ʔ-a-ħ-q-a-d-u,high
وَلِأَنَّهَا,w-a-l-i-ʔ-a-n-n-a-h-aː,medium
وَاعْبُدْ,w-aː-ʕ-b-u-d,medium
مَفْهُومِيَّةٌ,m-a-f-h-uː-m-i-j-j-a,low
سَلَا,s-a-l-aː,low
لَمَضْرِباً,l-a-m-a-dˤ-r-i-b,medium
وَصُورَتِهِ,w-a-sˤ-uː-r-a-t-i-h-i,medium
وَجْهَكَ,w-a-dʒ-h-a-k-a,low
الثُّيُوقْرَاطِيِّينَ,a-θ-θ-u-j-uː-q-r-aː-tˤ-i-j-j-iː-n-a,high
زِفّ,z-i-f-f,low
أَرْبَاعٍ,ʔ-a-r-b-aː-ʕ-i-n,medium
تَرَكَتْ,t-a-r-a-k-a-t,low
اسْتِهْلَاكِ,s-t-i-h-l-aː-k-i,low
يَتَعَجَّبُونَ,j-a-t-a-ʕ-a-dʒ-dʒ-a-b-uː-n-a,medium
وَتَعَرّضْن,w-a-t-a-ʕ-a-r-r-dˤ-n,medium
السَّاعِينَ,a-s-s-aː-ʕ-iː-n-a,medium
حِماها,ħ-i-m-h,medium
وَالثَّقَافَاتُ,w-aː-l-θ-θ-a-q-aː-f-aː-t-u,high
بِتَرْك,b-i-t-a-r-k,low
تَنَوُّعٌ,t-a-n-a-w-w-u-ʕ-u-n,medium
وَانْقَادُوا,w-aː-n-q-aː-d-uː,medium
أَقَلَّتْهُ,ʔ-a-q-a-l-l-a-t-h-u,medium
وَحِرْصُ,w-a-ħ-i-r-sˤ-u,medium
مُبَاشِرَةً,m-u-b-aː-ʃ-i-r-a,low
الْإِبَادَةِ,a-l-ʔ-i-b-aː-d-a,medium
لِيَجْبُر,l-i-j-a-dʒ-b-u-r,low
تَغْيِيرَهُ,t-a-ɣ-j-iː-r-a-h-u,medium
رُكَامٌ,r-u-k-aː-m-u-n,low
وَحُمَّى,w-a-ħ-u-m-m-aː,medium
مُتَقَارِب,m-u-t-a-q-aː-r-i-b,medium
بِمُشَاهَدَةِ,b-i-m-u-ʃ-aː-h-a-d-a,low
لِمُسْتَزِيدٍ,l-i-m-u-s-t-a-z-iː-d-i-n,low
وَالْقَانِتَاتِ,w-aː-l-q-aː-n-i-t-aː-t-i,medium
وَهَذا,w-a-h-a-ð,medium
وَالْإِعْمَارِ,w-aː-l-ʔ-i-ʕ-m-aː-r-i,medium
تَأْوِيلِيَّةٍ,t-a-ʔ-w-iː-l-i-j-j-a,medium
وَضَوَابِطِ,w-a-dˤ-a-w-aː-b-i-tˤ-i,medium
تِلَاوَتِهِ,t-i-l-aː-w-a-t-i-h-i,low
وَالتَّدَيُّنِ,w-aː-l-t-t-a-d-a-j-j-u-n-i,low
تَضِيقُ,t-a-dˤ-iː-q-u,medium
لِرِيحِهِ,l-i-r-iː-ħ-i-h-i,medium
بَلالَتِهِ,b-a-l-l-a-t-i-h-i,low
وَيَنْظِم,w-a-j-a-n-ðˤ-i-m,medium
لَمُنْقَطِعُ,l-a-m-u-n-q-a-tˤ-i-ʕ-u,high
مَدْلُولٍ,m-a-d-l-uː-l-i-n,low
لِلْأَمْرَاضِ,l-i-l-ʔ-a-m-r-aː-dˤ-i,medium
بَصِيرَة,b-a-sˤ-iː-r-a,medium
وإِلاَّ,w-ʔ-i-l,medium
وَسِمَاتِ,w-a-s-i-m-aː-t-i,low
جَدِيدَةٌ,dʒ-a-d-iː-d-a,low
يَتَنَافَسَ,j-a-t-a-n-aː-f-a-s-a,low
فَخِّ,f-a-x-x-i,low
رَجَبِ,r-a-dʒ-a-b-i,low
تَحَصُّنًا,t-a-ħ-a-sˤ-sˤ-u-n-a-n,high
فَتَحْظَى,f-a-t-a-ħ-ðˤ-aː,medium
مُشَاعًا,m-u-ʃ-aː-ʕ-a-n,medium
دَعَائِمِهَا,d-a-ʕ-aː-ʔ-i-m-i-h-aː,medium
تَعَوَّدَ,t-a-ʕ-a-w-w-a-d-a,medium
وَغُرَرِه,w-a-ɣ-u-r-a-r-i-h,medium
وَشَاطَرْتهُ,w-a-ʃ-aː-tˤ-a-r-t-h-u,medium
وَتَنْظِيمُ,w-a-t-a-n-ðˤ-iː-m-u,medium
مَعَالِمُ,m-a-ʕ-aː-l-i-m-u,medium
وَالتَّعَالِيق,w-aː-l-t-t-a-ʕ-aː-l-iː-q,medium
طَوْقاً,tˤ-a-w-q,medium
مُمْسِكه,m-u-m-s-i-k-h,low
نَفْضًا,n-a-f-dˤ-a-n,medium
وَهَوَج,w-a-h-a-w-a-dʒ,low
لِتَنْشَأَ,l-i-t-a-n-ʃ-a-ʔ-a,medium
يُسَدِّدَ,j-u-s-a-d-d-i-d-a,low
آثَاراً,ʔ-aː-θ-aː-r,medium
وَرُسُلِي,w-a-r-u-s-u-l-iː,low
وَابْنَة,w-aː-b-n-a,low
نُظِمْنَ,n-u-ðˤ-i-m-n-a,medium
تَزْوِيدِ,t-a-z-w-iː-d-i,low
الْقِيَمِ,a-l-q-i-j-a-m-i,medium
وَتِيرَةٍ,w-a-t-iː-r-a,low
&quot;الشَّيَاطِينِ,l-ʃ-ʃ-a-j-aː-tˤ-iː-n-i,medium
الِاعْتِنَاءَ,a-l-ʕ-t-i-n-aː-ʔ-a,medium
تَوَاصُلَنَا,t-a-w-aː-sˤ-u-l-a-n-aː,medium
فَيَنْقَلِعُ,f-a-j-a-n-q-a-l-i-ʕ-u,medium
الِانْتِفَاعِ,a-l-n-t-i-f-aː-ʕ-i,medium
بِالْأَحْدَاثِ,b-i-l-ʔ-a-ħ-d-aː-θ-i,high
ثَوْبِهِ,θ-a-w-b-i-h-i,medium
الْبُنْدُقِيَّةِ,a-l-b-u-n-d-u-q-i-j-j-a,medium
وَذَالِكُمُ,w-a-ð-aː-l-i-k-u-m-u,medium
وَقَفُوا,w-a-q-a-f-uː,medium
أَكْزَم,ʔ-a-k-z-a-m,medium
الْأَنْهَارُ,a-l-ʔ-a-n-h-aː-r-u,medium
الْفَاتِحِينَ,a-l-f-aː-t-i-ħ-iː-n-a,medium
الضَّحِكِ,a-dˤ-dˤ-a-ħ-i-k-i,high
وَعِلْمِهِمْ,w-a-ʕ-i-l-m-i-h-i-m,medium
الْإِسْكَنْدَرِيَّةِ,a-l-ʔ-i-s-k-a-n-d-a-r-i-j-j-a,medium
عَـنْ,ʕ-a-n,medium
التَّجَسُّسِ,a-t-t-a-dʒ-a-s-s-u-s-i,low
وَغْم,w-a-ɣ-m,medium
مِلْؤُهُ,m-i-l-ʔ-u-h-u,medium
الْمَوْقِفُ,a-l-m-a-w-q-i-f-u,medium
كَانَتْ,k-aː-n-a-t,low
ستَانِيسْلَاسُ,s-t-aː-n-iː-s-l-aː-s-u,low
فَقَامَ,f-a-q-aː-m-a,medium
أَلْيَنُ,ʔ-a-l-j-a-n-u,medium
وَمَغْبُوطٌ,w-a-m-a-ɣ-b-uː-tˤ-u-n,medium
الْأَفْعَالُ,a-l-ʔ-a-f-ʕ-aː-l-u,medium
وَفُلانٍ,w-a-f-u-l-n-i-n,low
وَمَجِرَ,w-a-m-a-dʒ-i-r-a,low
وَرَنَّ,w-a-r-a-n-n-a,low
مُحِيطَةٌ,m-u-ħ-iː-tˤ-a,medium
لَازِمَةً,l-aː-z-i-m-a,low
الْحُرُوبَ,a-l-ħ-u-r-uː-b-a,medium
سَمَدَ,s-a-m-a-d-a,low
بِالْعُصَاةِ,b-i-l-ʕ-u-sˤ-aː,medium
فَصْلًا,f-a-sˤ-l-a-n,medium
حُجُبِ,ħ-u-dʒ-u-b-i,medium
مَرَامِي,m-a-r-aː-m-iː,low
لِلْبَحْرَيْنِ,l-i-l-b-a-ħ-r-a-j-n-i,medium
يَتَذَوَّقُ,j-a-t-a-ð-a-w-w-a-q-u,medium
حَدٌّ,ħ-a-d-d-u-n,medium
قَدَمًا,q-a-d-a-m-a-n,medium
إِرْسَاءِ,ʔ-i-r-s-aː-ʔ-i,medium
تُؤَاخِذُونِي,t-u-ʔ-aː-x-i-ð-uː-n-iː,medium
إِحْكَامٌ,ʔ-i-ħ-k-aː-m-u-n,medium
مُؤَسَّسَةُ,m-u-ʔ-a-s-s-a-s-a,medium
جُنُوبِهِمْ,dʒ-u-n-uː-b-i-h-i-m,low
مَوْضِعَ,m-a-w-dˤ-i-ʕ-a,medium
شُهُوداً,ʃ-u-h-uː-d,low
يَتَنَكَّرَ,j-a-t-a-n-a-k-k-a-r-a,low
فَارِسٍ,f-aː-r-i-s-i-n,low
وَأَقْعَدَهُ,w-a-ʔ-a-q-ʕ-a-d-a-h-u,high
دَامَتْ,d-aː-m-a-t,low
الْمُتَهَاوِيَةِ,a-l-m-u-t-a-h-aː-w-i-j-a,low
